artist,gender,category
Andy Skib,male,American_male_guitarists
Andy Stamets,male,American_male_guitarists
Andy Stewart,male,Scottish_male_singers
Andy Summers,male,Male_guitarists
Andy Susemihl,male,Male_guitarists
Andy Taylor,male,English_male_singers
Andy The Kid,male,Male_guitarists
Andy Tielman,male,Male_guitarists
Andy Timmons,male,American_male_guitarists
Andy Warren,male,Canadian_male_singers
Andy Williams,male,American_crooners
Andy Yorke,male,English_male_singers
Anel Paz,male,Male_guitarists
Anette Olzon,female,Swedish_female_singers
Angaleena Presley,female,American_female_country_singers
Ange Hardy,female,English_female_singers
Angel,male,English_male_singers
Angel Blu,female,British_female_singers
Angel Clivillés,female,American_female_singers
Angel Deradoorian,female,American_female_singer-songwriters
Angel Faith,female,American_female_singers
Angel Ibarra,male,American_male_guitarists
Angel Olsen,female,American_female_guitarists
Angel Taylor,female,African-American_female_singer-songwriters
Angel Vivaldi,male,American_male_guitarists
Angela Bofill,female,American_female_singer-songwriters
Angela Christian,female,American_female_singers
Angela Desveaux,female,Canadian_female_pop_singers
Angela Farrell,female,Irish_female_singers
Angela Hunte,female,American_female_country_singers
Angela Lanza,female,American_female_singers
Angela McCluskey,female,Female_rock_singers
Angela Strehli,female,American_female_singers
Angela Winbush,female,African-American_female_singer-songwriters
Angelica Rylin,female,Swedish_female_singers
Angelica Segerbäck,female,Swedish_female_singers
Angelina,female,American_female_singers
Angelo Earl,male,American_male_guitarists
Angelo Gilardino,male,Male_guitarists
Angelo Michele Bartolotti,male,Male_guitarists
Angelo Moore,male,American_male_singers
Angelo Rossi,male,American_male_guitarists
Angelo Starr,male,American_male_singers
Anggun,female,French_female_singers
Angie Be,female,French_female_singers
Angie Brown,female,English_female_singers
Angie Fisher,female,American_female_singers
Angie Hart,female,Australian_female_pop_singers
Angie Martinez,female,American_female_singers
Angie Miller,female,American_female_singers
Angie Reed,female,American_female_singers
Angie Stone,female,African-American_female_singer-songwriters
Angry Anderson,male,Australian_male_singers
Angus Clark,male,American_male_guitarists
Angus Young,male,Male_guitarists
Angèle Arsenault,female,Canadian_female_singers
Anhayla,female,African-American_female_singer-songwriters
Ani DiFranco,female,American_female_guitarists
Anicée Alvina,female,French_female_singers
Aniello Desiderio,male,Male_guitarists
Anika Moa,female,New_Zealand_female_pop_singers
Anika Noni Rose,female,American_female_singers
Anis Kachohi,male,French_male_singers
Anisa Angarola,female,American_female_guitarists
Anise K,male,Australian_male_singers
Anita Baker,female,African-American_female_singer-songwriters
Anita Bryant,female,American_female_singers
Anita Carter,female,American_female_country_singers
Anita Cochran,female,American_female_country_singers
Anita Elson,female,American_female_singers
Anita Harris,female,English_female_singers
Anita Kelsey,female,English_female_singer-songwriters
Anita Kerr,female,American_female_singers
Anita Kert Ellis,female,American_female_singers
Anita Lane,female,Australian_female_singers
Anita Morris,female,American_female_singers
Anita O'Day,female,American_female_jazz_singers
Anita Perras,female,Canadian_female_singers
Anita Pointer,female,African-American_female_singers
Anita Ward,female,American_female_singers
Anja Nissen,female,Australian_female_pop_singers
Anjani,female,American_female_jazz_singers
Anji Bee,female,American_female_singer-songwriters
Anjulie,female,Canadian_female_singers
Ankie Bagger,female,Swedish_female_singers
Ann Baker,female,American_female_jazz_singers
Ann Barnes,female,American_female_pop_singers
Ann Blyth,female,American_female_singers
Ann Catley,female,English_female_singers
Ann Crumb,female,American_female_pop_singers
Ann Curless,female,American_female_singers
Ann Duquesnay,female,American_female_singers
Ann Hampton Callaway,female,American_female_jazz_singers
Ann Lee,female,English_female_singers
Ann Magnuson,female,American_female_singers
Ann Maria Bradshaw,female,English_female_singers
Ann Maria Thorne,female,American_female_singers
Ann McCrary,female,American_female_singers
Ann McNamee,female,American_female_singer-songwriters
Ann Miller,female,American_female_singers
Ann Morgan Guilbert,female,American_female_singers
Ann Morrison,female,American_female_singers
Ann Murray,female,Irish_female_singers
Ann Nesby,female,American_female_singers
Ann Peebles,female,American_female_singers
Ann Rabson,female,American_female_guitarists
Ann Reed,female,American_female_guitarists
Ann Richards,female,American_female_jazz_singers
Ann Savoy,female,American_female_singers
Ann Scott,female,Irish_female_singers
Ann Sexton,female,American_female_singers
Ann Sothern,female,American_female_singers
Ann Vriend,female,Canadian_female_pop_singers
Ann Wilson,female,American_female_singers
Ann Winsborn,female,Swedish_female_singers
Ann-Cathrine Wiklander,female,Swedish_female_singers
Ann-Christine Bärnsten,female,Swedish_female_singers
Ann-Louise Hanson,female,Swedish_female_singers
Ann-Margret,female,American_female_singers
Anna,female,American_female_singers
Anna Bergendahl,female,Swedish_female_singers
Anna Book,female,Swedish_female_singers
Anna Brita Wendelius,female,Swedish_female_singers
Anna Calvi,female,English_female_singers
Anna Case,female,American_female_singers
Anna Coogan,female,American_female_country_singers
Anna Craig,female,American_female_country_singers
Anna Cyzon,female,Canadian_female_pop_singers
Anna Dagmar,female,American_female_singer-songwriters
Anna Domino,female,American_female_guitarists
Anna Fantastic,female,English_female_singers
Anna Gilbert,female,American_female_singers
Anna Graceman,female,American_female_guitarists
Anna Held,female,French_female_singers
Anna Judic,female,French_female_singers
Anna Kasyan,female,French_female_singers
Anna Kendrick,female,American_female_pop_singers
Anna King,female,American_female_singers
Anna Kristina Kallin,female,Swedish_female_singers
Anna LaCazio,female,American_female_singers
Anna Leonore König,female,Swedish_female_singers
Anna Mae Winburn,female,American_female_jazz_singers
Anna Margaret Collins,female,American_female_singers
Anna Maria Crouch,female,English_female_singers
Anna Maria Friman,female,Swedish_female_singers
Anna Marly,female,French_female_singers
Anna McGarrigle,female,Canadian_female_singers
Anna Nalick,female,American_female_guitarists
Anna Nederdal,female,Swedish_female_singers
Anna Nordell,female,Swedish_female_singers
Anna Oxygen,female,American_female_pop_singers
Anna Pohjanen,female,Swedish_female_singers
Anna Rose Kessler Moore,female,American_female_singer-songwriters
Anna Russell,female,English_female_singers
Anna Sentina,female,American_female_guitarists
Anna Stadling,female,Swedish_female_singers
Anna Stolli,female,English_female_singers
Anna Sundstrand,female,Swedish_female_singers
Anna Ternheim,female,Swedish_female_singers
Anna Vogelzang,female,American_female_singer-songwriters
Anna Waronker,female,American_female_singer-songwriters
Anna Wise,female,American_female_singers
Anna de Brémont,female,American_female_singers
Anna-Jane Casey,female,English_female_singers
Anna-Lena Bergelin,female,Swedish_female_singers
Anna-Lena Löfgren,female,Swedish_female_singers
Anna-Lisa Björling,female,Swedish_female_singers
Anna-Lisa Lindzén,female,Swedish_female_singers
Anna-Lynne Williams,female,American_female_guitarists
AnnaMaria Cardinalli,female,American_female_guitarists
AnnaSophia Robb,female,American_female_singers
Annabel Fay,female,New_Zealand_female_pop_singers
Annabel Lamb,female,English_female_singers
Annabella Lwin,female,English_female_singers
Annabelle Chvostek,female,Canadian_female_singers
Anne Bredon,female,American_female_singers
Anne Briggs,female,English_female_singers
Anne Clark,female,English_female_singers
Anne Cochran,female,American_female_singers
Anne Collins,female,English_female_singers
Anne DeMarinis,female,American_female_guitarists
Anne E. DeChant,female,American_female_guitarists
Anne Etchegoyen,female,French_female_singers
Anne Evans,female,British_female_singers
Anne Feeney,female,American_female_singer-songwriters
Anne Ford,female,English_female_singers
Anne Francine,female,American_female_singers
Anne Harris,female,American_female_singers
Anne Hathaway,female,American_female_singers
Anne Heaton,female,American_female_singers
Anne Humby,female,English_female_singers
Anne Jeffreys,female,American_female_singers
Anne Kerry Ford,female,American_female_singers
Anne Kirkpatrick,female,Australian_female_singers
Anne Lenner,female,English_female_singers
Anne Lloyd,female,American_female_singers
Anne Lonnberg,female,American_female_singers
Anne Loree,female,Canadian_female_pop_singers
Anne Marie Cyr,female,Canadian_female_pop_singers
Anne McCue,female,Australian_female_singers
Anne Meson,female,French_female_singers
Anne Murray,female,Canadian_female_pop_singers
Anne Pigalle,female,French_female_singers
Anne Preven,female,American_female_singers
Anne Rogers,female,English_female_singers
Anne Shelton,female,English_female_singers
Anne Sila,female,French_female_singers
Anne Sylvestre,female,French_female_singers
Anne Triola,female,American_female_singers
Anne Ziegler,female,English_female_singers
Anne-Lie Rydé,female,Swedish_female_singers
Anne-Marie,female,English_female_singers
Anne-Marie David,female,French_female_singers
Anne-Marie Hurst,female,British_female_singers
Anne-Marie Ruddock,female,English_female_singers
Annet Artani,female,American_female_singers
Annette Conlon,female,American_female_guitarists
Annette Funicello,female,American_female_pop_singers
Annette Hanshaw,female,American_female_jazz_singers
Annette Peacock,female,American_female_jazz_singers
Annette Snell,female,African-American_female_singers
Annette Zilinskas,female,American_female_guitarists
Anni Rossi,female,American_female_singers
Anni-Frid Lyngstad,female,Swedish_female_singers
Annica Risberg,female,Swedish_female_singers
Annica Smedius,female,Swedish_female_singers
Annice Sidwells,female,English_female_singers
Annick Thoumazeau,female,French_female_singers
Annie Cooper,female,British_female_singers
Annie Cotton,female,Canadian_female_pop_singers
Annie Fratellini,female,French_female_singers
Annie Gallup,female,American_female_singer-songwriters
Annie Golden,female,American_female_singers
Annie Hardy,female,American_female_guitarists
Annie Haslam,female,English_female_singers
Annie Herring,female,American_female_singers
Annie Laurie,female,African-American_female_singers
Annie Lennox,female,Female_rock_singers
Annie Lin,female,American_female_pop_singers
Annie Ross,female,American_female_jazz_singers
Annie Villeneuve,female,Canadian_female_pop_singers
Annie Williams,female,American_female_singer-songwriters
Anniela,female,Swedish_female_singers
Annika Herlitz,female,Swedish_female_singers
Annika Kjærgaard,female,Swedish_female_singers
Annika Norlin,female,Swedish_female_singers
Annika Thörnquist,female,Swedish_female_singers
Annisteen Allen,female,American_female_singers
Annmarie O'Riordan,female,Irish_female_singers
Anomie Belle,female,American_female_guitarists
AnonymousCulture,male,African-American_male_rappers
Anouk,female,Female_rock_singers
Anousheh Khalili,female,American_female_singer-songwriters
Anson Funderburgh,male,American_male_guitarists
Ant Henson,male,English_male_singers
"Anthony ""Sooty"" Jones",male,American_male_guitarists
Anthony Armstrong Jones,male,American_country_singers
Anthony Coote,male,Male_guitarists
Anthony Cox,male,American_male_guitarists
Anthony Crawford,male,American_male_guitarists
Anthony D'Amato,male,American_male_singer-songwriters
Anthony David,male,American_male_guitarists
Anthony Field,male,Australian_male_singers
Anthony Gallo,male,American_male_guitarists
Anthony Glise,male,American_male_guitarists
Anthony Gomes,male,Male_guitarists
Anthony Green,male,American_male_singers
Anthony Hamilton,male,African-American_male_singers
Anthony J. Mifsud,male,Canadian_male_singers
Anthony Jackson,male,American_male_guitarists
Anthony Kellman,male,American_male_singer-songwriters
Anthony Kiedis,male,American_male_singer-songwriters
Anthony Newley,male,English_male_composers
Anthony Nigro,male,American_male_guitarists
Anthony Phillips,male,English_male_singers
Anthony Ramos,male,American_male_singers
Anthony Raneri,male,American_male_guitarists
Anthony Rapp,male,American_male_singers
Anthony Reynard Watson,male,American_male_singers
Anthony Rossomando,male,American_male_guitarists
Anthony Roth Costanzo,male,American_male_singers
Anthony Smith,male,American_country_singers
Anthony Warlow,male,Australian_male_singers
Anthony Wilson,male,American_male_guitarists
Antigone Foster,female,Australian_female_singers
Antje Duvekot,female,American_female_guitarists
Antoine,male,French_male_singers
Antoine Aureche,male,French_male_singers
Antoine Carré,male,Male_guitarists
Antoine Marcel Lemoine,male,Male_guitarists
Antoine de Lhoyer,male,Male_guitarists
Antoinette Montague,female,African-American_female_singers
Antoinette Sterling,female,American_female_singers
Anton Barbeau,male,American_male_guitarists
Anton Ewald,male,Swedish_male_singers
Anton Hagman,male,Swedish_male_singers
Anton Maiden,male,Swedish_male_singers
Anton Newcombe,male,American_male_guitarists
Antonia Apodaca,female,American_female_guitarists
Antonia Bennett,female,American_female_jazz_singers
Antonia Vai,female,Swedish_female_singers
Antonio Allegra,male,Male_songwriters
Antonio Amurri,male,Male_songwriters
Antonio Flores,male,Male_guitarists
Antonio Lyons,male,American_male_singers
Antonio Membrado,male,Male_guitarists
Antonio Rey,male,Male_guitarists
Antonio Sánchez Pecino,male,Male_guitarists
Antonique Smith,female,African-American_female_singers
Antony Costa,male,English_male_singer-songwriters
Antony Harding,male,English_male_singers
Antti Litmanen,male,Male_guitarists
Anttix,male,English_male_singers
Antwon,male,African-American_male_rappers
Antônio Carlos Jobim,male,Male_guitarists
Anuj,male,Australian_male_singers
Anwar Robinson,male,American_male_singers
Anya Lahiri,female,English_female_singers
Anya Marina,female,American_female_singer-songwriters
Anye Elite,male,American_male_singers
Aoibhinn Ní Shúilleabháin,female,Irish_female_singers
Aoife Ní Fhearraigh,female,Irish_female_singers
Aoife O'Donovan,female,American_female_singer-songwriters
Apache,male,African-American_male_rappers
Apache Indian,male,British_male_singers
Apathy,male,American_male_rappers
Apl.de.ap,male,African-American_male_rappers
Apollo Papathanasio,male,Swedish_male_singers
Apollo Smile,female,American_female_singers
Apollonia Kotero,female,American_female_singers
April Daye,female,American_female_singers
April Lawton,female,American_female_guitarists
April March,female,American_female_singers
April Meservy,female,American_female_singer-songwriters
April Stevens,female,American_female_singers
April Taylor,female,American_female_country_singers
Aqualung,male,English_male_singers
Arabella Hunt,female,English_female_singers
Arabian Prince,male,African-American_male_rappers
Arash,male,Swedish_male_singers
Arbee Stidham,male,American_male_guitarists
Arch Hall Jr.,male,American_male_guitarists
Archie Campbell,male,American_country_singers
Archie Edwards,male,American_male_guitarists
Archie Roach,male,Australian_male_singers
Ardis Fagerholm,female,Swedish_female_singers
Ares Tavolazzi,male,Male_guitarists
Areski Belkacem,male,French_male_singers
Aretha Franklin,female,African-American_female_singer-songwriters
Aretha Henry,female,African-American_female_singer-songwriters
Argyle Goolsby,male,American_male_guitarists
Ari Borovoy,male,Male_songwriters
Ari Gold,male,American_male_singer-songwriters
Ari Herstand,male,American_male_guitarists
Ari Hest,male,American_male_singer-songwriters
Ari Joshua Zucker,male,American_male_guitarists
Aria Curzon,female,American_female_singers
Aria Johnson,female,American_female_singers
Aria Wallace,female,American_female_singers
Ariana Chris,female,Canadian_female_singers
Ariana Gillis,female,Canadian_female_singers
Ariana Grande,female,American_female_pop_singers
Ariana Savalas,female,American_female_singer-songwriters
Ariane Moffatt,female,Canadian_female_pop_singers
Arianna Afsar,female,American_female_singers
Ariel Abshire,female,American_female_country_singers
Ariel Aparicio,male,American_male_singers
Ariel Kaplan,female,Australian_female_singers
Ariel Pink,male,American_male_guitarists
Arielle,female,American_female_singers
Arielle Dombasle,female,American_female_singers
Arik Marshall,male,American_male_guitarists
Aristide Bruant,male,French_male_singers
Aristotle Dreher,male,American_male_guitarists
Arjun,male,British_male_singers
Arkansas Woodchopper,male,American_country_singers
Arkie Shibley,male,American_country_singers
Arlen Roth,male,American_male_guitarists
Arlene Bishop,female,Canadian_female_singers
Arlene Harden,female,American_female_country_singers
Arletty,female,French_female_singers
Arlie Neaville,male,American_male_singer-songwriters
Arling Shaeffer,male,American_male_guitarists
Arlissa,female,British_female_singers
Arlo Guthrie,male,American_male_guitarists
Arlo West,male,American_male_guitarists
Armandinho,male,Male_guitarists
Armando Rodríguez Ruidíaz,male,Male_guitarists
Armes Beaumont,male,Australian_male_singers
Armistead Burwell Smith IV,male,American_male_guitarists
Arnaldo Antunes,male,Male_guitarists
Arnaldo Baptista,male,Male_guitarists
Arnaldo Freire,male,Male_guitarists
Arnaud Joyet,male,French_male_singers
Arnaud Rebotini,male,French_male_singers
Arno Menses,male,Male_guitarists
Arno Santamaria,male,French_male_singers
Arnold Lanni,male,Canadian_male_singers
Arnold McCuller,male,African-American_male_singers
Arnold Shultz,male,American_male_guitarists
Aron,male,American_male_singers
Aron Burton,male,American_male_guitarists
Aron Dees,male,American_country_singers
AronChupa,male,Swedish_male_singers
Arrow Benjamin,male,African-American_male_singers
Arsenio Rodríguez,male,Male_songwriters
Arsi Nami,male,Swedish_male_singers
Art Alexakis,male,American_male_guitarists
Art Bergmann,male,Canadian_male_singers
Art Garfunkel,male,American_male_singers
Art Gillham,male,American_crooners
Art Greenhaw,male,American_male_guitarists
Art Jarrett,male,American_male_singers
Art Mengo,male,French_male_singers
Art Mooney,male,American_male_singers
Art Munson,male,American_male_guitarists
Art Neville,male,American_male_singers
Art Ryerson,male,American_male_guitarists
Art Thieme,male,American_male_singer-songwriters
Artemus James,male,American_male_guitarists
"Arthur ""Big Boy"" Spires",male,American_male_guitarists
"Arthur ""Guitar Boogie"" Smith",male,American_country_singers
Arthur Alexander,male,American_country_singers
Arthur Barrow,male,American_male_guitarists
Arthur Baysting,male,Male_songwriters
Arthur Brown,male,English_male_singers
Arthur Cecil,male,English_male_singers
Arthur Collins,male,American_male_singers
Arthur Conley,male,American_male_singers
Arthur Crudup,male,American_male_guitarists
Arthur Foxton Ferguson,male,English_male_singers
Arthur G. Wright,male,American_male_guitarists
Arthur Gunter,male,African-American_male_singers
Arthur H,male,French_male_singers
Arthur Kane,male,American_male_guitarists
Arthur Kylander,male,American_male_singers
Arthur Lee,male,American_male_guitarists
"Arthur Lee ""Red"" Smiley",male,American_country_singers
Arthur Louis,male,British_male_singers
Arthur Maia,male,Male_guitarists
Arthur Miles,male,American_country_singers
Arthur Oldham,male,English_male_composers
Arthur Phillips,male,English_male_composers
Arthur Rhames,male,American_male_guitarists
Arthur Roberts,male,English_male_singers
Arthur Williams,male,English_male_singers
Arthur Yoria,male,American_male_guitarists
Artie Hall,female,American_female_singers
Artie Kaplan,male,American_male_singers
Artie Kornfeld,male,American_male_singers
Artie Malvin,male,American_male_singers
Artie Wayne,male,American_male_singers
Arto Lindsay,male,American_male_guitarists
Artur Erikson,male,Swedish_male_singers
Artur Gadowski,male,Male_guitarists
Artur Paredes,male,Male_guitarists
Artur Rojek,male,Male_guitarists
Arturo Meza,male,Male_songwriters
Arty McGlynn,male,Male_guitarists
Aruhan Galieva,female,British_female_singers
Arum Rae,female,American_female_singer-songwriters
Aruna,female,American_female_singer-songwriters
Arv Garrison,male,American_male_guitarists
Arvella Gray,male,American_male_guitarists
Asa Martin,male,American_male_guitarists
Aselin Debison,female,Canadian_female_singers
Ash Bowers,male,American_country_singers
Ash Bowie,male,American_male_guitarists
Ash Koley,female,Canadian_female_singers
Ash Riser,male,American_male_guitarists
Asha Puthli,female,American_female_singer-songwriters
Ashaye,male,British_male_singers
Asher Monroe,male,American_male_singer-songwriters
Asher Roth,male,American_male_rappers
Ashlee Simpson,female,American_female_pop_singers
Ashleigh Ball,female,Canadian_female_singers
Ashley Argota,female,American_female_singers
Ashley Arrison,female,American_female_singer-songwriters
Ashley Ballard,female,American_female_singers
Ashley Campbell,female,American_female_country_singers
Ashley Cleveland,female,American_female_singer-songwriters
Ashley Crowe,male,English_male_singers
Ashley Dzerigian,female,American_female_guitarists
Ashley Gearing,female,American_female_country_singers
Ashley Hall,male,American_male_singers
Ashley Hartman,female,American_female_singers
Ashley Jade,female,English_female_pop_singers
Ashley Maher,female,American_female_singer-songwriters
Ashley Monroe,female,American_female_country_singers
Ashley Palmer,female,American_female_singers
Ashley Parker Angel,male,American_male_singer-songwriters
Ashley Roberts,female,American_female_singers
Ashley Taylor Dawson,male,English_male_singers
Ashley Tesoro,female,American_female_country_singers
Ashley Tisdale,female,American_female_pop_singers
Ashlyne Huff,female,American_female_singers
Ashtech,male,Male_guitarists
Ashthon Jones,female,African-American_female_singers
Ashton Nyte,male,Male_guitarists
Ashton Shepherd,female,American_female_country_singers
Asia Cruise,female,American_female_singers
Asia Nitollano,female,African-American_female_singers
Asie Payton,male,American_male_guitarists
Aslag Guttormsgaard,male,Male_guitarists
Aslyn,female,American_female_singer-songwriters
Asmeret Ghebremichael,female,American_female_singers
Aspen Miller,female,American_female_singers
Assia,female,French_female_singers
Aston Merrygold,male,British_male_singers
Astro,male,African-American_male_rappers
Astronautalis,male,American_male_rappers
Atahualpa Yupanqui,male,Male_guitarists
Athena Cage,female,American_female_singer-songwriters
Athol Guy,male,Australian_male_singers
Atila Huseyin,male,British_male_singers
Atlan,male,French_male_singers
Atlanta,female,Female_rock_singers
Atom Ellis,male,American_male_guitarists
Attrell Cordes,male,American_male_rappers
Aubrey Ayala,female,African-American_female_singers
Aubrey Cleland,female,American_female_singers
Aubrey Logan,female,American_female_jazz_singers
Aubrey Nunn,male,Male_guitarists
Aubrey O'Day,female,American_female_pop_singers
Aubrey Woods,male,English_male_singers
Aubrie Sellers,female,American_female_country_singers
Auburn,female,American_female_singers
Audi Y Zentimiento,female,American_female_singer-songwriters
Audra Mae,female,American_female_singers
Audra McDonald,female,American_female_singers
Audrey Assad,female,American_female_singers
Audrey De Montigny,female,Canadian_female_pop_singers
Audrey Hannah,female,Canadian_female_singers
Audrey Landers,female,American_female_singers
Audrey Napoleon,female,American_female_singer-songwriters
Audrey Williams,female,American_female_country_singers
Augie Meyers,male,American_male_singer-songwriters
August Alsina,male,African-American_male_singers
Aundrea Fimbres,female,American_female_pop_singers
Auriel Andrew,female,Australian_female_singers
Aurora Alluria,female,American_female_pop_singers
Aurélie Saada,female,French_female_singers
Austin Adamec,male,American_male_singers
Austin Bisnow,male,American_male_singer-songwriters
Austin Brown,male,American_male_singers
Austin Butler,male,American_male_singers
Austin Carlile,male,American_male_singers
Austin Dickinson,male,English_male_singers
Austin John,male,American_male_singer-songwriters
Austin Lucas,male,American_male_singers
Austin Mahone,male,American_male_pop_singers
Austin Roberts,male,American_country_singers
Austin Shaw,male,American_male_guitarists
Austin Webb,male,American_country_singers
Autry Inman,male,American_country_singers
Autumn Hurlbert,female,American_female_singers
Autumn Rowe,female,American_female_singer-songwriters
Ava Barber,female,American_female_country_singers
Ava Leigh,female,English_female_singers
Avalon Young,female,American_female_singers
Avant,male,African-American_male_singers
Avery,female,American_female_singer-songwriters
Avery Brooks,male,African-American_male_singers
Avery Storm,male,American_male_singer-songwriters
AverySunshine,female,American_female_singers
Avey Tare,male,American_male_guitarists
Avi Bortnick,male,American_male_guitarists
Avi Jacob,male,American_male_singer-songwriters
Avi Kaplan,male,American_male_singers
Aviad Cohen,male,American_male_singers
Avra,female,Australian_female_pop_singers
Avraham Fried,male,American_male_singer-songwriters
Avril Lavigne,female,Canadian_female_singers
Avromie Summers,male,American_male_guitarists
Awa Ly,female,French_female_singers
Awa Manneh,female,Swedish_female_singers
Awa Santesson-Sey,female,Swedish_female_singers
Awon,male,American_male_rappers
Axel Algmark,male,Swedish_male_singers
Axel Bauer,male,French_male_singers
Axel Foley,male,American_male_rappers
Axel Hilgenstöhler,male,Male_guitarists
Axel Rudi Pell,male,Male_guitarists
Axel Schylström,male,Swedish_male_singers
Axel Tony,male,French_male_singers
Axelle Renoir,female,French_female_singers
Axl Rose,male,American_male_singer-songwriters
Axle Whitehead,male,Australian_male_singers
Ayla Brown,female,American_female_singers
Aylin Asl?m,female,Female_rock_singers
Aynsley Lister,male,Male_guitarists
Ayshea,female,English_female_pop_singers
Ayuo Takahashi,male,American_male_guitarists
Azalia Snail,female,American_female_guitarists
Azealia Banks,female,African-American_female_singer-songwriters
Azekel,male,English_male_singers
B Angie B,female,American_female_singers
B Howard,male,African-American_male_singers
B-Legit,male,African-American_male_rappers
B. A. Robertson,male,Scottish_male_singers
B. B. Dickerson,male,American_male_guitarists
B. B. Gabor,male,Canadian_male_singers
B. B. Watson,male,American_country_singers
B. J. Arnau,female,American_female_singers
B. J. Baker,female,American_female_singers
B. J. Cole,male,Male_guitarists
B. J. Thomas,male,American_country_singers
B. J. Ward,female,American_female_singers
B. Smyth,male,African-American_male_rappers
B. W. Stevenson,male,American_country_singers
B.B. King,male,African-American_male_singers
B.C. Camplight,male,American_male_singers
B.G.,male,African-American_male_rappers
B.G. Knocc Out,male,African-American_male_rappers
B.J. Crosby,female,American_female_jazz_singers
B.Slade,male,African-American_male_singers
B.o.B,male,African-American_male_rappers
BC Jean,female,American_female_singer-songwriters
BJ Snowden,female,American_female_singers
BJ the Chicago Kid,male,African-American_male_singers
Babe Stovall,male,American_male_guitarists
Babel Fishh,male,American_male_rappers
Babik Reinhardt,male,Male_guitarists
Babs Gonzales,male,American_male_singers
Baby Blue,female,English_female_rappers
Baby Boy Warren,male,American_male_guitarists
Baby Boy da Prince,male,African-American_male_rappers
Baby D,male,African-American_male_rappers
Baby Dayliner,male,American_male_singers
Baby Esther,female,American_female_singers
Baby Gramps,male,American_male_guitarists
Baby Huey,male,African-American_male_singers
Baby Lloyd Stallworth,male,American_male_singers
Baby Tate,male,American_male_guitarists
Baby Washington,female,American_female_singers
Backwards Sam Firk,male,American_male_guitarists
Bad Azz,male,African-American_male_rappers
Baden Powell de Aquino,male,Male_guitarists
Badly Drawn Boy,male,English_male_singer-songwriters
Bagher Moazen,male,Male_guitarists
Bahamas,male,Canadian_male_singers
Bailey Tzuke,female,English_female_singers
Baiyu,female,American_female_pop_singers
Bally Sagoo,male,British_male_singers
Balsac the Jaws of Death,male,American_male_guitarists
Bambi Lee Savage,female,American_female_singer-songwriters
Bambi Monroe,female,American_female_country_singers
Bang Belushi,male,American_male_rappers
Bangladesh,male,African-American_male_rappers
Bankroll Fresh,male,African-American_male_rappers
Banks,female,American_female_singer-songwriters
Bantcho Bantchevsky,male,American_male_singers
Baptiste Giabiconi,male,French_male_singers
Barb Jungr,female,English_female_singers
Barb Morrison,female,American_female_rock_singers
Barbara Acklin,female,African-American_female_singers
Barbara Brousal,female,American_female_singer-songwriters
Barbara Carr,female,American_female_singers
Barbara Carroll,female,American_female_jazz_singers
Barbara Dane,female,American_female_jazz_singers
Barbara Eden,female,American_female_singers
Barbara Fairchild,female,American_female_country_singers
Barbara Gaskin,female,English_female_singers
Barbara George,female,American_female_singers
Barbara Harris,female,American_female_singers
Barbara Hendricks,female,African-American_female_singers
Barbara Ingram,female,American_female_singers
Barbara Johnson Tucker,female,African-American_female_singers
Barbara Kessler,female,American_female_singers
Barbara Kooyman,female,American_female_singer-songwriters
Barbara Lang,female,American_female_singers
Barbara Law,female,British_female_singers
Barbara Lea,female,American_female_jazz_singers
Barbara Lee,female,American_female_singers
Barbara Lynn,female,American_female_guitarists
Barbara Lyon,female,American_female_singers
Barbara Mandrell,female,American_female_country_singers
Barbara Manning,female,American_female_singer-songwriters
Barbara Martin,female,African-American_female_singers
Barbara Mason,female,American_female_singers
Barbara McNair,female,African-American_female_singers
Barbara Pennington,female,American_female_singers
Barbara Pittman,female,American_female_singers
Barbara Randolph,female,African-American_female_singers
Barbara Robison,female,American_female_rock_singers
Barbara Roy,female,American_female_singers
Barbara Ruick,female,American_female_singers
Barbara Siggers Franklin,female,African-American_female_singers
Barbara Staropoli,female,American_female_singers
Barbara Stephens,female,American_female_singers
Barbara Tucker,female,American_female_singer-songwriters
Barbara Weathers,female,American_female_singers
Barbara Werle,female,American_female_singers
Barbara Whiting Smith,female,American_female_singers
Barbecue Bob,male,American_male_guitarists
Barbi Benton,female,American_female_country_singers
Barbie Wilde,female,American_female_singers
Barbra Streisand,female,American_female_pop_singers
Bardu Ali,male,American_male_guitarists
Bari Goddard,male,Welsh_male_singers
Bari Koral,female,American_female_singer-songwriters
Barkin' Bill Smith,male,American_male_singers
Barlow,male,Canadian_male_singers
Barney Bentall,male,Canadian_male_singers
Barney Greenway,male,English_male_singers
Barney Kessel,male,American_male_guitarists
Barns Courtney,male,English_male_singers
Barrelhouse Chuck,male,American_male_singers
Barrett Baber,male,American_male_singers
Barrett Blade,male,American_male_guitarists
Barrett Wilbert Weed,female,American_female_singers
Barrie Maguire,male,American_male_guitarists
Barry Allen,male,Canadian_male_singers
Barry Bales,male,American_male_guitarists
Barry Blue,male,English_male_singers
Barry Bondz,male,American_male_rappers
Barry Boom,male,English_male_singers
Barry Cowsill,male,American_male_guitarists
Barry Crocker,male,Australian_male_singers
Barry Donegan,male,American_male_guitarists
Barry Finnerty,male,American_male_guitarists
Barry Galbraith,male,American_male_guitarists
Barry Gibb,male,English_male_singer-songwriters
Barry Gordon,male,American_male_singers
Barry Goudreau,male,American_male_guitarists
